doc_id,compound_id,trial_id,doc_type,title,author,date,full_text,tags
DOC-00151,CMP-0076,TRL-0056,Literature Review,Literature Review: VLX-1075 - Mar 2026,Ronald Garcia,2025-11-16,"Recent literature on ALK inhibitors highlights growing interest in Metabolic Disease indications. Several published studies report that selective ALK modulation can reduce Elevated Liver Enzymes-related toxicity relative to first-generation agents. This supports continued investment in the VLX-1075 program, particularly given its monoclonal antibody that binds alk, triggering immune-mediated cell death","Literature Review,Metabolic Disease,Safety"
DOC-00152,CMP-0123,,Lab Notebook Entry,Lab Notebook Entry: AGN-1122 - Aug 2025,Jonathan Lopez,2024-11-10,"Ran Enzymatic Inhibition Assay on AGN-1122 (NLRP3 program) at 46.7 uM concentration. Observed no significant activity. Compared to reference compound, AGN-1122 showed comparable activity. Recommend formulation optimization.","Clinical,NLRP3,R&D"
DOC-00153,CMP-0017,TRL-0009,Literature Review,Literature Review: VLX-1016 - Jul 2024,Heather Shaffer,2026-05-25,"A meta-analysis of Infectious Disease trials targeting NLRP3 found that symptom control improved in 41% of studies reviewed, though Peripheral Neuropathy was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the VLX-1016 clinical development plan.","Literature Review,R&D,Safety"
DOC-00154,CMP-0146,,Internal Memo,Internal Memo: VLX-1145 - Aug 2026,Brian Perkins,2026-06-09,Internal memo re: VLX-1145 (Discovery). The project team met to review Q2 progress. Key decision: pause enrollment pending safety review. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-11-27.,"R&D,Safety,Cardiology"
DOC-00155,CMP-0134,TRL-0095,Lab Notebook Entry,Lab Notebook Entry: PSA-1133 - Oct 2025,Nicole Medina,2024-11-26,Follow-up assay for PSA-1133: repeated hERG Cardiotoxicity Screen in triplicate to confirm prior result of no significant activity. Variance was low (<10%). PSA-1133 remains a high-priority candidate for the Cardiology program pending structural analog screening.,"R&D,Lab Notebook Entry,Clinical"
DOC-00156,CMP-0143,TRL-0107,Regulatory Briefing,Regulatory Briefing: DKU-1142 - Oct 2025,Brandon Harper,2026-05-05,Regulatory briefing document for DKU-1142: summary of nonclinical and clinical safety data supporting the Phase I submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Metabolic Disease population prior to advancing to the next phase.,"Safety,R&D,Regulatory Briefing"
DOC-00157,CMP-0012,TRL-0005,Literature Review,Literature Review: DKU-1011 - Dec 2024,Mike Patel,2024-11-25,"A meta-analysis of Metabolic Disease trials targeting BCL-2 found that symptom control improved in 70% of studies reviewed, though Hypertension was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the DKU-1011 clinical development plan.","R&D,Clinical,Safety"
DOC-00158,CMP-0139,TRL-0103,Conference Abstract,Conference Abstract: AGN-1138 - Jun 2026,Tyler Olsen,2026-05-16,"Conference abstract: 'AGN-1138 demonstrates promising efficacy in Infectious Disease: results from TRL-0103.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Myalgia (Severe, self-limited).","Safety,R&D,SGLT2"
DOC-00159,CMP-0056,TRL-0039,SOP Deviation Report,SOP Deviation Report: PSA-1055 - Aug 2024,Angela Key,2025-01-14,"SOP deviation report: during Solubility Assay for PSA-1055, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","mTOR,Oncology,SOP Deviation Report"
DOC-00160,CMP-0002,TRL-0001,Conference Abstract,Conference Abstract: DKU-1001 - Nov 2023,Mary Hill,2025-03-12,"Conference abstract: 'DKU-1001 demonstrates superior efficacy in Metabolic Disease: results from TRL-0001.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Pyrexia (Moderate, self-limited).","Conference Abstract,TNF-alpha,Safety"
DOC-00161,CMP-0023,TRL-0014,Regulatory Briefing,Regulatory Briefing: SNF-1022 - Mar 2026,Mrs. Courtney Wong,2024-05-11,Regulatory briefing document for SNF-1022: summary of nonclinical and clinical safety data supporting the Phase II submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Infectious Disease population prior to advancing to the next phase.,"NLRP3,Safety,Clinical"
DOC-00162,CMP-0130,,Lab Notebook Entry,Lab Notebook Entry: DKU-1129 - Oct 2023,Alex Salazar,2026-03-23,"Ran Pharmacokinetic (PK) Study on DKU-1129 (PCSK9 program) at 0.5 uM concentration. Observed strong target engagement. Compared to reference compound, DKU-1129 showed superior activity. Recommend formulation optimization.","Safety,Oncology,Clinical"
DOC-00163,CMP-0057,,Regulatory Briefing,Regulatory Briefing: DKU-1056 - Dec 2024,Laura Gutierrez,2026-04-03,Regulatory briefing document for DKU-1056: summary of nonclinical and clinical safety data supporting the Preclinical submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Oncology,BTK,Regulatory Briefing"
DOC-00164,CMP-0127,TRL-0088,Literature Review,Literature Review: SNF-1126 - Jun 2025,Stacy Werner,2025-12-13,"Recent literature on TNF-alpha inhibitors highlights growing interest in Metabolic Disease indications. Several published studies report that selective TNF-alpha modulation can reduce Fatigue-related toxicity relative to first-generation agents. This supports continued investment in the SNF-1126 program, particularly given its monoclonal antibody that binds tnf-alpha, triggering immune-mediated cell death","Clinical,R&D,TNF-alpha"
DOC-00165,CMP-0135,TRL-0098,Literature Review,Literature Review: DKU-1134 - Oct 2025,Dr. Deborah Wood,2026-05-30,"Recent literature on GLP-1R inhibitors highlights growing interest in Cardiology indications. Several published studies report that selective GLP-1R modulation can reduce Pyrexia-related toxicity relative to first-generation agents. This supports continued investment in the DKU-1134 program, particularly given its competitive antagonist at the glp-1r binding site, restoring normal pathway flux","Safety,Literature Review,R&D"
DOC-00166,CMP-0061,,Regulatory Briefing,Regulatory Briefing: AGN-1060 - Jul 2026,Howard Rubio,2024-02-12,Regulatory briefing document for AGN-1060: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Metabolic Disease population prior to advancing to the next phase.,"Safety,Metabolic Disease,Regulatory Briefing"
DOC-00167,CMP-0055,TRL-0037,Lab Notebook Entry,Lab Notebook Entry: VLX-1054 - Apr 2026,Mrs. Kimberly Anderson,2026-08-27,"Ran Enzymatic Inhibition Assay on VLX-1054 (KRAS G12C program) at 7.0 uM concentration. Observed no significant activity. Compared to reference compound, VLX-1054 showed comparable activity. Recommend scale-up synthesis.","Safety,R&D,Lab Notebook Entry"
DOC-00168,CMP-0123,,Conference Abstract,Conference Abstract: AGN-1122 - Jan 2026,Karen Edwards,2026-02-17,"Conference abstract: 'AGN-1122 demonstrates durable efficacy in Respiratory: results from N/A.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Decreased Appetite (Moderate, self-limited).","NLRP3,Conference Abstract,Respiratory"
DOC-00169,CMP-0150,TRL-0110,Conference Abstract,Conference Abstract: PSA-1149 - Jul 2025,Michelle Newman,2025-05-16,"Conference abstract: 'PSA-1149 demonstrates durable efficacy in Metabolic Disease: results from TRL-0110.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Anemia (Moderate, self-limited).","Clinical,Metabolic Disease,JAK2"
DOC-00170,CMP-0039,TRL-0027,Regulatory Briefing,Regulatory Briefing: PSA-1038 - Aug 2026,Kenneth Brown,2025-07-26,Regulatory briefing document for PSA-1038: summary of nonclinical and clinical safety data supporting the Phase III submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Neurology population prior to advancing to the next phase.,"Safety,R&D,Clinical"
DOC-00171,CMP-0142,TRL-0106,Internal Memo,Internal Memo: VLX-1141 - Jan 2025,Carolyn Castro,2025-05-22,Status update on TRL-0106 (VLX-1141): enrollment is at 67% of target across 7 sites. Safety signal review for Anemia is ongoing. No changes recommended to the current protocol at this time.,"Internal Memo,Infectious Disease,Clinical"
DOC-00172,CMP-0075,,Lab Notebook Entry,Lab Notebook Entry: DKU-1074 - Nov 2023,Sean Hernandez,2025-10-03,Follow-up assay for DKU-1074: repeated Enzymatic Inhibition Assay in triplicate to confirm prior result of no significant activity. Variance was higher than expected (>20%). DKU-1074 remains a high-priority candidate for the Cardiology program pending in vivo follow-up.,"Cardiology,GLP-1R,Safety"
DOC-00173,CMP-0146,,Internal Memo,Internal Memo: VLX-1145 - Nov 2025,Theresa Luna,2025-11-07,Internal memo re: VLX-1145 (Discovery). The project team met to review Q1 progress. Key decision: pause enrollment pending safety review. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-10-03.,"Clinical,Cardiology,R&D"
DOC-00174,CMP-0133,TRL-0093,Lab Notebook Entry,Lab Notebook Entry: DKU-1132 - Mar 2025,Terri Andersen,2024-05-10,Follow-up assay for DKU-1132: repeated Cell Viability Assay in triplicate to confirm prior result of moderate cytotoxicity at high dose. Variance was moderate (10-20%). DKU-1132 remains a backup candidate for the Infectious Disease program pending structural analog screening.,"Clinical,JAK2,Lab Notebook Entry"
DOC-00175,CMP-0110,,Regulatory Briefing,Regulatory Briefing: RX-1109 - Jan 2025,Megan Rivera,2025-06-02,Regulatory briefing document for RX-1109: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Cardiology population prior to advancing to the next phase.,"Safety,Cardiology,Regulatory Briefing"
DOC-00176,CMP-0127,TRL-0088,Regulatory Briefing,Regulatory Briefing: SNF-1126 - May 2026,Brianna Ryan,2025-10-03,Regulatory briefing document for SNF-1126: summary of nonclinical and clinical safety data supporting the Phase II submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Metabolic Disease population prior to advancing to the next phase.,"Clinical,TNF-alpha,Metabolic Disease"
DOC-00177,CMP-0111,TRL-0074,Conference Abstract,Conference Abstract: DKU-1110 - Aug 2024,Leonard Joseph,2024-10-14,"Conference abstract: 'DKU-1110 demonstrates durable efficacy in Neurology: results from TRL-0074.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Anemia (Moderate, self-limited).","CDK4/6,Safety,R&D"
DOC-00178,CMP-0079,,Lab Notebook Entry,Lab Notebook Entry: VLX-1078 - Jan 2024,Lisa Moreno,2025-11-25,"Ran Binding Affinity (SPR) on VLX-1078 (CDK4/6 program) at 7.1 uM concentration. Observed no significant activity. Compared to reference compound, VLX-1078 showed comparable activity. Recommend structural analog screening.","Lab Notebook Entry,Safety,Clinical"
DOC-00179,CMP-0014,,Conference Abstract,Conference Abstract: VLX-1013 - Nov 2025,Kyle Blake,2024-04-01,"Conference abstract: 'VLX-1013 demonstrates durable efficacy in Cardiology: results from N/A.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was QT Prolongation (Mild, self-limited).","HER2,Clinical,Cardiology"
DOC-00180,CMP-0150,TRL-0110,Literature Review,Literature Review: PSA-1149 - Apr 2024,Kathleen Wilson,2023-12-24,"A meta-analysis of Metabolic Disease trials targeting JAK2 found that progression-free survival improved in 35% of studies reviewed, though Cough was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the PSA-1149 clinical development plan.","JAK2,Literature Review,Metabolic Disease"
DOC-00181,CMP-0010,,Regulatory Briefing,Regulatory Briefing: DKU-1009 - Jul 2026,Tiffany Hughes,2024-12-07,Regulatory briefing document for DKU-1009: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Regulatory Briefing,SGLT2,Safety"
DOC-00182,CMP-0032,TRL-0020,Literature Review,Literature Review: RX-1031 - Oct 2025,Greg Davis,2024-10-10,"A meta-analysis of Respiratory trials targeting EGFR found that biomarker response improved in 58% of studies reviewed, though Fatigue was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the RX-1031 clinical development plan.","Literature Review,Respiratory,Clinical"
DOC-00183,CMP-0073,TRL-0053,Literature Review,Literature Review: DKU-1072 - Oct 2025,Kathryn Lopez,2024-11-30,"A meta-analysis of Metabolic Disease trials targeting KRAS G12C found that symptom control improved in 51% of studies reviewed, though Thrombocytopenia was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the DKU-1072 clinical development plan.","R&D,KRAS G12C,Metabolic Disease"
DOC-00184,CMP-0052,TRL-0034,Conference Abstract,Conference Abstract: RX-1051 - May 2024,Miss Gina Walton,2025-04-13,"Conference abstract: 'RX-1051 demonstrates promising efficacy in Respiratory: results from TRL-0034.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Pyrexia (Moderate, self-limited).","R&D,Clinical,EGFR"
DOC-00185,CMP-0096,,Regulatory Briefing,Regulatory Briefing: AGN-1095 - Oct 2023,Vicki Brown,2024-10-30,Regulatory briefing document for AGN-1095: summary of nonclinical and clinical safety data supporting the Preclinical submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Metabolic Disease population prior to advancing to the next phase.,"Regulatory Briefing,Metabolic Disease,R&D"
DOC-00186,CMP-0053,TRL-0035,Conference Abstract,Conference Abstract: VLX-1052 - Mar 2024,Kendra Smith,2024-11-12,"Conference abstract: 'VLX-1052 demonstrates durable efficacy in Respiratory: results from TRL-0035.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Thrombocytopenia (Severe, self-limited).","Safety,Respiratory,IL-6R"
DOC-00187,CMP-0022,,SOP Deviation Report,SOP Deviation Report: VLX-1021 - Oct 2023,Kristine Villarreal,2026-07-30,"SOP deviation report: during Pharmacokinetic (PK) Study for VLX-1021, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","SOP Deviation Report,R&D,KRAS G12C"
DOC-00188,CMP-0119,TRL-0081,Conference Abstract,Conference Abstract: SNF-1118 - Apr 2024,Catherine Robinson,2024-09-30,"Conference abstract: 'SNF-1118 demonstrates superior efficacy in Infectious Disease: results from TRL-0081.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Anemia (Moderate, self-limited).","Safety,Infectious Disease,Conference Abstract"
DOC-00189,CMP-0049,,Regulatory Briefing,Regulatory Briefing: DKU-1048 - Apr 2026,Linda Berry,2026-05-21,Regulatory briefing document for DKU-1048: summary of nonclinical and clinical safety data supporting the Preclinical submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Metabolic Disease population prior to advancing to the next phase.,"Metabolic Disease,Safety,SGLT2"
DOC-00190,CMP-0050,,SOP Deviation Report,SOP Deviation Report: SNF-1049 - Oct 2025,Cassandra Hernandez,2026-03-02,"SOP deviation report: during Metabolic Stability (Microsomal) for SNF-1049, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","R&D,SOP Deviation Report,Immunology"
DOC-00191,CMP-0044,,Internal Memo,Internal Memo: AGN-1043 - Oct 2023,Tina Shepard,2026-02-17,"Status update on N/A (AGN-1043): enrollment is at 34% of target across 5 sites. Safety signal review for Injection Site Reaction is complete, no signal identified. No changes recommended to the current protocol at this time.","Oncology,Clinical,VEGFR2"
DOC-00192,CMP-0055,TRL-0037,Regulatory Briefing,Regulatory Briefing: VLX-1054 - Aug 2024,Gregory White,2025-04-07,Regulatory briefing document for VLX-1054: summary of nonclinical and clinical safety data supporting the Phase II submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Regulatory Briefing,Clinical,Oncology"
DOC-00193,CMP-0015,TRL-0007,Conference Abstract,Conference Abstract: SNF-1014 - May 2026,Mr. Zachary Mora DVM,2026-06-30,"Conference abstract: 'SNF-1014 demonstrates promising efficacy in Cardiology: results from TRL-0007.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Anemia (Moderate, self-limited).","ALK,Cardiology,Safety"
DOC-00194,CMP-0074,TRL-0054,Lab Notebook Entry,Lab Notebook Entry: RX-1073 - May 2025,Jerome Wilson,2025-05-17,Follow-up assay for RX-1073: repeated hERG Cardiotoxicity Screen in triplicate to confirm prior result of no significant activity. Variance was low (<10%). RX-1073 remains a backup candidate for the Infectious Disease program pending in vivo follow-up.,"R&D,Infectious Disease,Lab Notebook Entry"
DOC-00195,CMP-0098,,SOP Deviation Report,SOP Deviation Report: VLX-1097 - Sep 2024,David Roth,2024-04-11,"SOP deviation report: during Binding Affinity (SPR) for VLX-1097, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","SOP Deviation Report,IL-6R,Infectious Disease"
DOC-00196,CMP-0127,TRL-0088,Lab Notebook Entry,Lab Notebook Entry: SNF-1126 - Dec 2024,Thomas Morse,2026-02-21,Follow-up assay for SNF-1126: repeated hERG Cardiotoxicity Screen in triplicate to confirm prior result of no significant activity. Variance was moderate (10-20%). SNF-1126 remains a backup candidate for the Metabolic Disease program pending structural analog screening.,"R&D,Clinical,TNF-alpha"
DOC-00197,CMP-0097,TRL-0067,SOP Deviation Report,SOP Deviation Report: VLX-1096 - Jun 2026,Sara Garcia,2025-04-09,"SOP deviation report: during Metabolic Stability (Microsomal) for VLX-1096, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","Clinical,Safety,BRAF"
DOC-00198,CMP-0081,,Lab Notebook Entry,Lab Notebook Entry: SNF-1080 - Sep 2025,Joseph Andrews,2025-04-22,"Ran Solubility Assay on SNF-1080 (mTOR program) at 4.2 uM concentration. Observed moderate cytotoxicity at high dose. Compared to reference compound, SNF-1080 showed superior activity. Recommend in vivo follow-up.","R&D,Lab Notebook Entry,Immunology"
DOC-00199,CMP-0045,TRL-0030,SOP Deviation Report,SOP Deviation Report: AGN-1044 - Nov 2024,Christina Flores,2025-01-20,"SOP deviation report: during Enzymatic Inhibition Assay for AGN-1044, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as moderate - samples re-run.","GLP-1R,R&D,Immunology"
DOC-00200,CMP-0019,TRL-0011,Lab Notebook Entry,Lab Notebook Entry: DKU-1018 - Apr 2024,Jessica Graham,2023-12-17,"Ran Metabolic Stability (Microsomal) on DKU-1018 (NLRP3 program) at 10.9 uM concentration. Observed no significant activity. Compared to reference compound, DKU-1018 showed modestly improved activity. Recommend in vivo follow-up.","NLRP3,Clinical,Infectious Disease"
DOC-00201,CMP-0083,,Internal Memo,Internal Memo: RX-1082 - Jan 2024,Lisa Torres,2026-09-08,Internal memo re: RX-1082 (Discovery). The project team met to review Q3 progress. Key decision: expand to two additional sites. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-09-29.,"R&D,Safety,Clinical"
DOC-00202,CMP-0004,,Regulatory Briefing,Regulatory Briefing: PSA-1003 - Jan 2026,Melissa Rose,2023-11-02,Regulatory briefing document for PSA-1003: summary of nonclinical and clinical safety data supporting the Preclinical submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Clinical,R&D,Regulatory Briefing"
DOC-00203,CMP-0016,,Lab Notebook Entry,Lab Notebook Entry: VLX-1015 - Jul 2026,Kevin Mccullough,2025-05-04,Follow-up assay for VLX-1015: repeated Metabolic Stability (Microsomal) in triplicate to confirm prior result of moderate cytotoxicity at high dose. Variance was higher than expected (>20%). VLX-1015 remains a backup candidate for the Neurology program pending in vivo follow-up.,"R&D,Lab Notebook Entry,Safety"
DOC-00204,CMP-0088,TRL-0063,SOP Deviation Report,SOP Deviation Report: DKU-1087 - Aug 2025,Kimberly Williams,2024-08-14,"SOP deviation report: during Cell Viability Assay for DKU-1087, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","Immunology,Safety,R&D"
DOC-00205,CMP-0111,TRL-0074,Lab Notebook Entry,Lab Notebook Entry: DKU-1110 - Apr 2024,Amy Bryan,2026-05-01,"Ran Selectivity Panel on DKU-1110 (CDK4/6 program) at 20.7 uM concentration. Observed dose-dependent inhibition. Compared to reference compound, DKU-1110 showed inferior activity. Recommend formulation optimization.","R&D,Clinical,Safety"
DOC-00206,CMP-0076,TRL-0056,Lab Notebook Entry,Lab Notebook Entry: VLX-1075 - Dec 2025,Cassandra Wood,2025-10-22,Follow-up assay for VLX-1075: repeated Cell Viability Assay in triplicate to confirm prior result of moderate cytotoxicity at high dose. Variance was higher than expected (>20%). VLX-1075 remains a watchlist candidate for the Metabolic Disease program pending formulation optimization.,"Safety,R&D,Metabolic Disease"
DOC-00207,CMP-0143,TRL-0107,Internal Memo,Internal Memo: DKU-1142 - Jan 2024,Stephanie Joseph,2023-12-06,Status update on TRL-0107 (DKU-1142): enrollment is at 59% of target across 7 sites. Safety signal review for Hypertension is escalated to DSMB. No changes recommended to the current protocol at this time.,"BRAF,Metabolic Disease,R&D"
DOC-00208,CMP-0060,TRL-0041,Lab Notebook Entry,Lab Notebook Entry: RX-1059 - Apr 2024,Martin Smith,2026-06-23,"Ran Pharmacokinetic (PK) Study on RX-1059 (BRAF program) at 22.2 uM concentration. Observed moderate cytotoxicity at high dose. Compared to reference compound, RX-1059 showed inferior activity. Recommend structural analog screening.","R&D,BRAF,Safety"
DOC-00209,CMP-0077,,Literature Review,Literature Review: AGN-1076 - Apr 2024,Tammy Smith,2024-06-07,"A meta-analysis of Metabolic Disease trials targeting ALK found that progression-free survival improved in 71% of studies reviewed, though Vomiting was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the AGN-1076 clinical development plan.","R&D,ALK,Safety"
DOC-00210,CMP-0011,,SOP Deviation Report,SOP Deviation Report: PSA-1010 - Feb 2026,Victoria Benitez,2026-03-11,"SOP deviation report: during Solubility Assay for PSA-1010, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","IL-6R,R&D,Safety"
DOC-00211,CMP-0003,,Lab Notebook Entry,Lab Notebook Entry: AGN-1002 - Oct 2024,Amanda Thomas,2024-06-13,"Ran Metabolic Stability (Microsomal) on AGN-1002 (BTK program) at 24.3 uM concentration. Observed moderate cytotoxicity at high dose. Compared to reference compound, AGN-1002 showed comparable activity. Recommend structural analog screening.","Oncology,Safety,R&D"
DOC-00212,CMP-0076,TRL-0056,Lab Notebook Entry,Lab Notebook Entry: VLX-1075 - Sep 2025,Jenny Duncan,2026-04-20,"Ran Enzymatic Inhibition Assay on VLX-1075 (ALK program) at 20.2 uM concentration. Observed dose-dependent inhibition. Compared to reference compound, VLX-1075 showed modestly improved activity. Recommend scale-up synthesis.","ALK,R&D,Lab Notebook Entry"
DOC-00213,CMP-0137,TRL-0099,Literature Review,Literature Review: AGN-1136 - Aug 2025,Shawn Doyle,2024-07-12,"Recent literature on KRAS G12C inhibitors highlights growing interest in Respiratory indications. Several published studies report that selective KRAS G12C modulation can reduce Hypertension-related toxicity relative to first-generation agents. This supports continued investment in the AGN-1136 program, particularly given its competitive antagonist at the kras g12c binding site, restoring normal pathway flux","Clinical,KRAS G12C,R&D"
DOC-00214,CMP-0110,,Internal Memo,Internal Memo: RX-1109 - Dec 2024,Donald Santana,2026-02-28,Status update on N/A (RX-1109): enrollment is at 100% of target across 1 sites. Safety signal review for Nausea is escalated to DSMB. No changes recommended to the current protocol at this time.,"Clinical,Cardiology,Safety"
DOC-00215,CMP-0107,,Regulatory Briefing,Regulatory Briefing: AGN-1106 - Mar 2025,Lori Foster,2025-10-19,Regulatory briefing document for AGN-1106: summary of nonclinical and clinical safety data supporting the Preclinical submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Metabolic Disease population prior to advancing to the next phase.,"Metabolic Disease,GLP-1R,Regulatory Briefing"
DOC-00216,CMP-0130,,Internal Memo,Internal Memo: DKU-1129 - Sep 2025,Mark Wilson,2026-06-01,Internal memo re: DKU-1129 (Preclinical). The project team met to review Q1 progress. Key decision: initiate combination study planning. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-11-02.,"Oncology,R&D,Safety"
DOC-00217,CMP-0116,,Regulatory Briefing,Regulatory Briefing: AGN-1115 - Mar 2025,Garrett Harding,2024-06-24,Regulatory briefing document for AGN-1115: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Metabolic Disease population prior to advancing to the next phase.,"Safety,Metabolic Disease,IL-6R"
DOC-00218,CMP-0029,TRL-0019,SOP Deviation Report,SOP Deviation Report: SNF-1028 - Oct 2025,Jennifer Herrera,2024-07-25,"SOP deviation report: during Solubility Assay for SNF-1028, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","R&D,HER2,Clinical"
DOC-00219,CMP-0126,TRL-0087,Internal Memo,Internal Memo: SNF-1125 - Jan 2024,Rodney Henson,2026-07-24,Internal memo re: SNF-1125 (Phase II). The project team met to review Q1 progress. Key decision: continue to next dose cohort. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-11-12.,"Clinical,Safety,Oncology"
DOC-00220,CMP-0123,,Literature Review,Literature Review: AGN-1122 - May 2025,Mr. Zachary Harrison Jr.,2024-05-25,"A meta-analysis of Respiratory trials targeting NLRP3 found that progression-free survival improved in 47% of studies reviewed, though Decreased Appetite was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the AGN-1122 clinical development plan.","Clinical,Respiratory,Safety"
DOC-00221,CMP-0016,,Conference Abstract,Conference Abstract: VLX-1015 - Mar 2026,Phillip Drake,2024-06-08,"Conference abstract: 'VLX-1015 demonstrates superior efficacy in Neurology: results from N/A.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Decreased Appetite (Mild, self-limited).","PCSK9,Neurology,Conference Abstract"
DOC-00222,CMP-0020,TRL-0013,Literature Review,Literature Review: AGN-1019 - Jul 2025,Charles Harper,2023-11-01,"Recent literature on BCL-2 inhibitors highlights growing interest in Metabolic Disease indications. Several published studies report that selective BCL-2 modulation can reduce Hypertension-related toxicity relative to first-generation agents. This supports continued investment in the AGN-1019 program, particularly given its degrader that recruits bcl-2 to the ubiquitin-proteasome system for clearance","Literature Review,Safety,R&D"
DOC-00223,CMP-0133,TRL-0094,Literature Review,Literature Review: DKU-1132 - Jul 2026,Chelsea Clark,2024-08-31,"A meta-analysis of Infectious Disease trials targeting JAK2 found that biomarker response improved in 70% of studies reviewed, though Fatigue was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the DKU-1132 clinical development plan.","Safety,Literature Review,R&D"
DOC-00224,CMP-0073,TRL-0053,SOP Deviation Report,SOP Deviation Report: DKU-1072 - Jun 2025,Gloria Clements,2026-06-23,"SOP deviation report: during Metabolic Stability (Microsomal) for DKU-1072, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","SOP Deviation Report,KRAS G12C,Clinical"
DOC-00225,CMP-0111,TRL-0074,SOP Deviation Report,SOP Deviation Report: DKU-1110 - Oct 2024,Mathew Myers,2024-03-03,"SOP deviation report: during Cell Viability Assay for DKU-1110, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","Clinical,SOP Deviation Report,CDK4/6"
